"numero_aula";"codigo_aula";"modulo";"nome_modulo";"status_aula";"tipo_aula";"titulo_aula";"arquivo_md";"conteudo_principal";"fonte_decisao";"regra_continuidade"
"171";"M5.26";"M5";"Collections Framework";"CONCLUIDA_GERADA";"Fechamento de modulo";"# 171 — M5.26 — Fechamento do Módulo 5: Collections Framework";"171_M5_26_FECHAMENTO_MODULO_5_COLLECTIONS_FRAMEWORK_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"172";"M6.01";"M6";"Generics e Optional";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 172 — M6.01 — Generics profissional: do básico ao uso real";"172_M6_01_GENERICS_PROFISSIONAL_DO_BASICO_AO_USO_REAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"173";"M6.02";"M6";"Generics e Optional";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 173 — M6.02 — Classes e interfaces genéricas";"173_M6_02_CLASSES_E_INTERFACES_GENERICAS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"174";"M6.03";"M6";"Generics e Optional";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 174 — M6.03 — Métodos genéricos";"174_M6_03_METODOS_GENERICOS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"175";"M6.04";"M6";"Generics e Optional";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 175 — M6.04 — Bounded Types: `extends` em Generics";"175_M6_04_BOUNDED_TYPES_EXTENDS_EM_GENERICS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"176";"M6.05";"M6";"Generics e Optional";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 176 — M6.05 — Wildcards: `?`, `extends`, `super` e a regra PECS";"176_M6_05_WILDCARDS_INTERROGACAO_EXTENDS_SUPER_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"177";"M6.06";"M6";"Generics e Optional";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 177 — M6.06 — PECS: Producer Extends, Consumer Super";"177_M6_06_PECS_PRODUCER_EXTENDS_CONSUMER_SUPER_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"178";"M6.07";"M6";"Generics e Optional";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 178 — M6.07 — Type Erasure: Generics em tempo de compilação";"178_M6_07_TYPE_ERASURE_GENERICS_EM_TEMPO_DE_COMPILACAO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"179";"M6.08";"M6";"Generics e Optional";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 179 — M6.08 — Limitações e boas práticas de Generics";"179_M6_08_LIMITACOES_E_BOAS_PRATICAS_DE_GENERICS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"180";"M6.09";"M6";"Generics e Optional";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 180 — M6.09 — Optional<T>: ausência de valor sem null";"180_M6_09_OPTIONAL_T_AUSENCIA_DE_VALOR_SEM_NULL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"181";"M6.10";"M6";"Generics e Optional";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 181 — M6.10 — Optional: boas práticas, map, flatMap e erros comuns";"181_M6_10_OPTIONAL_BOAS_PRATICAS_MAP_FLATMAP_E_ERROS_COMUNS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"182";"M6.11";"M6";"Generics e Optional";"CONCLUIDA_GERADA";"Projeto pratico guiado";"# 182 — M6.11 — Mini-projeto: Generics, Optional, Repository e Resultado<T>";"182_M6_11_MINI_PROJETO_GENERICS_OPTIONAL_REPOSITORY_RESULTADO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"183";"M6.12";"M6";"Generics e Optional";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 183 — M6.12 — Revisão técnica: Generics, Optional e boas práticas";"183_M6_12_REVISAO_TECNICA_GENERICS_OPTIONAL_E_BOAS_PRATICAS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"184";"M6.13";"M6";"Generics e Optional";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 184 — M6.13 — Exercícios integradores: Generics, Optional e Repository";"184_M6_13_EXERCICIOS_INTEGRADORES_GENERICS_OPTIONAL_E_REPOSITORY_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"185";"M6.14";"M6";"Generics e Optional";"CONCLUIDA_GERADA";"Fechamento de modulo";"# 185 — M6.14 — Fechamento do Módulo 6: Generics, Optional e transição";"185_M6_14_FECHAMENTO_MODULO_6_GENERICS_OPTIONAL_E_TRANSICAO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"186";"M7.01";"M7";"Functional Interfaces, Lambdas e Streams";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 186 — M7.01 — Functional Interfaces e Lambdas";"186_M7_01_FUNCTIONAL_INTERFACES_E_LAMBDAS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"187";"M7.02";"M7";"Functional Interfaces, Lambdas e Streams";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 187 — M7.02 — Predicate, Function, Consumer e Supplier";"187_M7_02_PREDICATE_FUNCTION_CONSUMER_SUPPLIER_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"188";"M7.03";"M7";"Functional Interfaces, Lambdas e Streams";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 188 — M7.03 — Method Reference e Constructor Reference";"188_M7_03_METHOD_REFERENCE_E_CONSTRUCTOR_REFERENCE_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"189";"M7.04";"M7";"Functional Interfaces, Lambdas e Streams";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 189 — M7.04 — Composição funcional: Predicate, Function e Consumer";"189_M7_04_COMPOSICAO_FUNCIONAL_PREDICATE_FUNCTION_E_CONSUMER_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"190";"M7.05";"M7";"Functional Interfaces, Lambdas e Streams";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 190 — M7.05 — Streams API: introdução, filter, map e forEach";"190_M7_05_STREAMS_API_INTRODUCAO_FILTER_MAP_FOREACH_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"191";"M7.06";"M7";"Functional Interfaces, Lambdas e Streams";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 191 — M7.06 — Streams: toList, collect e Collectors";"191_M7_06_STREAMS_TOLIST_COLLECT_E_COLLECTORS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"192";"M7.07";"M7";"Functional Interfaces, Lambdas e Streams";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 192 — M7.07 — Streams: findFirst, findAny, anyMatch, allMatch, noneMatch e count";"192_M7_07_STREAMS_FINDFIRST_FINDANY_ANYMATCH_ALLMATCH_NONEMATCH_COUNT_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"193";"M7.08";"M7";"Functional Interfaces, Lambdas e Streams";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 193 — M7.08 — Streams: sorted, Comparator, distinct, limit e skip";"193_M7_08_STREAMS_SORTED_COMPARATOR_DISTINCT_LIMIT_SKIP_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"194";"M7.09";"M7";"Functional Interfaces, Lambdas e Streams";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 194 — M7.09 — Streams: min, max, reduce e agregações";"194_M7_09_STREAMS_MIN_MAX_REDUCE_E_AGREGACOES_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"195";"M7.10";"M7";"Functional Interfaces, Lambdas e Streams";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 195 — M7.10 — Collectors avançado: joining, groupingBy, partitioningBy, mapping, counting e summing";"195_M7_10_COLLECTORS_AVANCADO_JOINING_GROUPINGBY_PARTITIONINGBY_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"196";"M7.11";"M7";"Functional Interfaces, Lambdas e Streams";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 196 — M7.11 — Streams: flatMap, coleções aninhadas e pipelines reais";"196_M7_11_STREAMS_FLATMAP_COLECOES_ANINHADAS_E_PIPELINES_REAIS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"197";"M7.12";"M7";"Functional Interfaces, Lambdas e Streams";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 197 — M7.12 — Streams, Optional e pipelines seguros";"197_M7_12_STREAMS_OPTIONAL_E_PIPELINES_SEGUROS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"198";"M7.13";"M7";"Functional Interfaces, Lambdas e Streams";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 198 — M7.13 — Streams: boas práticas, legibilidade, performance e parallelStream";"198_M7_13_STREAMS_BOAS_PRATICAS_LEGIBILIDADE_PERFORMANCE_E_PARALLELSTREAM_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"199";"M7.14";"M7";"Functional Interfaces, Lambdas e Streams";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 199 — M7.14 — Exercícios integradores: Streams, Functional Interfaces e Optional";"199_M7_14_EXERCICIOS_INTEGRADORES_STREAMS_FUNCTIONAL_INTERFACES_E_OPTIONAL_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"200";"M7.15";"M7";"Functional Interfaces, Lambdas e Streams";"CONCLUIDA_GERADA";"Fechamento de modulo";"# 200 — M7.15 — Fechamento técnico, simulado e transição";"200_M7_15_FECHAMENTO_TECNICO_SIMULADO_E_TRANSICAO_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"201";"M8.01";"M8";"Exceptions, I/O, CSV, Date/Time e utilitarios modernos";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 201 — M8.01 — Exceptions: introdução ao tratamento profissional de erros";"201_M8_01_EXCEPTIONS_INTRODUCAO_TRATAMENTO_ERROS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"202";"M8.02";"M8";"Exceptions, I/O, CSV, Date/Time e utilitarios modernos";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 202 — M8.02 — Checked vs Unchecked Exceptions";"202_M8_02_CHECKED_VS_UNCHECKED_EXCEPTIONS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"203";"M8.03";"M8";"Exceptions, I/O, CSV, Date/Time e utilitarios modernos";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 203 — M8.03 — Exceptions próprias: domínio, aplicação e infraestrutura";"203_M8_03_EXCEPTIONS_PROPRIAS_DOMINIO_INFRAESTRUTURA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"204";"M8.04";"M8";"Exceptions, I/O, CSV, Date/Time e utilitarios modernos";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 204 — M8.04 — try, catch, finally e try-with-resources";"204_M8_04_TRY_CATCH_FINALLY_TRY_WITH_RESOURCES_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"205";"M8.05";"M8";"Exceptions, I/O, CSV, Date/Time e utilitarios modernos";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 205 — M8.05 — Modelagem de erros por camada: domínio, aplicação e infraestrutura";"205_M8_05_MODELAGEM_ERROS_POR_CAMADA_DOMINIO_APLICACAO_INFRA_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"206";"M8.06";"M8";"Exceptions, I/O, CSV, Date/Time e utilitarios modernos";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 206 — M8.06 — Exceptions, Resultado e validações controladas";"206_M8_06_EXCEPTIONS_RESULTADO_VALIDACOES_CONTROLADAS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"207";"M8.07";"M8";"Exceptions, I/O, CSV, Date/Time e utilitarios modernos";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 207 — M8.07 — I/O com Path e Files: leitura, escrita e manipulação de arquivos";"207_M8_07_IO_PATH_FILES_LEITURA_ESCRITA_ARQUIVOS_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
"208";"M8.08";"M8";"Exceptions, I/O, CSV, Date/Time e utilitarios modernos";"CONCLUIDA_GERADA";"Aula pratica guiada";"# 208 — M8.08 — BufferedReader e BufferedWriter: leitura e escrita eficiente";"208_M8_08_BUFFEREDREADER_BUFFEREDWRITER_LEITURA_ESCRITA_EFICIENTE_OFICIAL.md";"Aula ja gerada em Markdown em docs/aulas. Fonte operacional: arquivo real auditado. Manter conteudo, nome, numeracao e sequencia.";"ARQUIVO_REAL_DOCS_AULAS_AUDITORIA_POS_474";"Nao reescrever, nao renomear, nao deslocar numeracao e nao usar como ponto de retomada, exceto para contexto."
